rxcui,drug_name,eis_score,eis_rank,eis_percentile,eis_tier,ehi_v6_score,eii_score,ehi_v6_validation_score,portfolio_value_score,strategic_opportunity_score,deployment_readiness_score,eis_framework_version,eis_weighting_method
1939323,voxilaprevir,91.9991,1537,94.902429,Enterprise High,86.9138,93.9741,92.53,90.6569,94.1112,98.8795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1939330,Vosevi,85.0352,4291,85.762644,Enterprise High,77.0286,87.7086,92.53,83.1143,86.2879,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1939336,Lidozen,77.841,7478,75.179211,Operationally Relevant,65.5304,81.4091,92.53,72.2652,80.7387,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1939371,hexamidine diisethionate,76.3357,8430,72.026417,Operationally Relevant,76.6,68.405,92.53,68.2,77.245,82.5045,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1939372,hymetellose (50 MPA.S),36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1939375,Cardioxane,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1939383,isocetyl palmitate,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940004,1-p-menthene-8-thiol,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940005,guaraprolose (1300 MPA.S at 1%),40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940006,isoamyl salicylate,50.2254,13453,55.165605,Foundational,59.3091,30.8972,92.53,45.6046,33.7356,35.801,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940007,methoxy PEG-22/dodecyl glycol polymer,51.2925,13215,55.990309,Foundational,60.7519,32.0301,92.53,46.926,34.8599,36.926,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940008,p-anisaldehyde,50.2254,13453,55.165605,Foundational,59.3091,30.8972,92.53,45.6046,33.7356,35.801,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940009,PEG-10 acrylate,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940010,PEG-45/dodecyl glycol copolymer,40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940147,"hydrogenated jojoba oil/jojoba oil, randomized (iodine value 64-70)",36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940148,PPG-2 hydroxyethyl isostearamide,25.8655,22530,23.762113,Foundational,17.9649,9.5105,92.53,13.4824,10.8262,20.1215,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940150,Dittrichia viscosa whole extract,40.2606,16559,43.072149,Foundational,44.6113,21.1544,92.53,32.5056,23.7671,26.8715,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940331,enasidenib mesylate,86.0847,3388,88.759458,Enterprise High,81.5504,86.3071,92.53,83.3752,86.9317,90.4135,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940332,enasidenib,89.6754,2242,92.562724,Enterprise High,84.6189,91.2357,92.53,87.9095,91.4785,94.9795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940338,Idhifa,78.394,7317,75.713527,Operationally Relevant,67.863,79.9089,92.53,74.1315,79.6634,84.8545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940455,Vanacof AC,74.7793,9074,69.889154,Operationally Relevant,61.0884,77.5765,92.53,67.2442,78.3398,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940490,VetraSeb,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940626,Altren,43.0824,15806,47.54082,Foundational,36.5462,29.6014,92.53,29.2231,38.0583,44.767,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940635,glecaprevir,92.2555,1466,95.138059,Strategic Priority,87.6418,94.0425,92.53,90.8209,94.4388,98.8795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940636,pibrentasvir,92.6197,1340,95.556219,Strategic Priority,87.7016,94.8105,92.53,91.8508,94.4657,98.8795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940642,neratinib maleate,85.5683,3765,87.506637,Enterprise High,80.8843,85.9073,92.53,82.8421,86.3569,89.2885,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940643,neratinib,89.9725,2164,92.821585,Enterprise High,84.9046,91.7214,92.53,88.4523,91.7071,94.9795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940649,Nerlynx,78.7931,7175,76.188106,Operationally Relevant,68.2993,80.5398,92.53,74.7496,80.0597,84.8545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1940704,Mavyret,83.3629,5553,81.574406,Operationally Relevant,74.7876,85.5363,92.53,79.9938,85.2794,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1941451,Swinemate,43.0824,15806,47.54082,Foundational,36.5462,29.6014,92.53,29.2231,38.0583,44.767,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1941462,linalool oxide,48.6778,14139,53.076464,Foundational,55.7518,29.946,92.53,43.4259,32.8168,35.783,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1941465,Nityr,82.6793,5844,80.605337,Operationally Relevant,72.3103,85.8681,92.53,80.3552,83.9146,88.1045,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1941484,Minolira,84.9545,4388,85.429112,Enterprise High,76.8473,87.6542,92.53,83.0236,86.2063,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1941532,Armonair,77.3537,7872,73.871631,Operationally Relevant,64.4354,81.0806,92.53,71.7177,80.2459,83.1295,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1941595,Hairsanity,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1941992,rice bean extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1941993,triepoxycyclohexasilane,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1942125,influenza B virus B/Brisbane/46/2015 antigen,69.8349,10111,66.44763,Operationally Relevant,65.5006,65.0882,92.53,68.0503,62.8263,68.1805,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1942128,Afluria 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1942162,Afluria Quadrivalent 2017-2018,25.2993,23417,11.145958,Foundational,17.9649,8.6395,92.53,13.4824,9.0842,18.3795,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1942184,LolliCaine,84.9742,4340,85.576795,Enterprise High,76.8915,87.6674,92.53,83.0458,86.2262,88.7545,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1942263,"sucrose, 6-stearate",36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1942330,Hippeastrum puniceum whole extract,36.1181,18355,32.566706,Foundational,36.2574,17.9482,92.53,27.7287,19.5328,25.7465,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
1942335,sodium lauriminodipropionate,46.9182,14635,50.725143,Foundational,53.7872,27.8407,92.53,41.6436,30.3007,33.551,H3A10E_EIS_MASTER_V1,"Executive impact framework combining healthcare importance, enterprise intelligence, validation strength, portfolio value, strategic opportunity, and deployment readiness."
